query	1	95.997	3897	1292	5181	2224115	2227994	0.0	6311
query	1	90.915	4766	19440	24164	2230152	2234808	0.0	6264
query	1	92.017	3207	14056	17254	2224803	2227994	0.0	4482
query	1	80.000	3195	20703	23872	2399824	2396685	0.0	2287
query	1	87.005	1793	21240	23026	2371704	2369917	0.0	2010
query	1	92.850	1021	10833	11827	2220767	2221783	0.0	1454
query	1	86.290	1291	26220	27483	2236543	2237760	0.0	1312
query	1	86.028	1231	27955	29134	2238135	2239337	0.0	1247
query	1	85.980	1127	24974	26039	2235450	2236547	0.0	1123
query	1	84.409	1193	8156	9328	2219621	2220775	0.0	1120
query	1	83.180	1302	5760	7012	2228785	2230010	0.0	1075
query	1	86.834	995	18472	19435	2229146	2230106	0.0	1051
query	1	86.119	1023	13036	14025	2223814	2224801	0.0	1040
query	1	88.278	836	18609	19429	2379600	2378784	0.0	970
query	1	90.516	717	6289	6992	2379596	2378891	0.0	926
query	1	94.182	550	17236	17783	2228007	2228553	0.0	833
query	1	85.146	855	271	1102	2236706	2237514	0.0	811
query	1	81.275	1004	20544	21529	2377474	2376491	0.0	778
query	1	81.933	952	9343	10286	17144383	17145306	0.0	773
query	1	81.197	952	9343	10286	33036442	33035498	0.0	752
query	1	93.529	510	6486	6989	2355561	2355055	0.0	750
query	1	88.253	647	18680	19312	2355686	2355055	0.0	747
query	1	81.282	967	9336	10290	25859301	25860235	0.0	743
query	1	94.715	473	6523	6995	2402814	2402342	0.0	736
query	1	81.296	957	9344	10290	44269701	44268781	0.0	734
query	1	89.203	602	18817	19409	2402847	2402258	0.0	732
query	1	80.922	954	9343	10290	22607716	22608634	0.0	715
query	1	80.669	957	9342	10289	12491972	12491040	0.0	712
query	1	88.303	607	18817	19412	2387722	2387129	0.0	706
query	1	92.277	505	6494	6992	2387722	2387225	0.0	704
query	1	80.167	958	9342	10290	20608713	20607769	0.0	697
query	1	80.652	951	9345	10290	20155945	20155042	0.0	689
query	1	79.368	950	9344	10283	22605164	22606079	5.59e-177	628
query	1	80.045	892	9425	10290	39711905	39711033	3.36e-174	619
query	1	79.648	909	9403	10286	15307117	15306229	5.63e-172	612
query	1	79.333	929	9384	10290	31523075	31522171	2.02e-171	610
query	1	79.496	912	9343	10244	21231513	21232391	7.28e-171	608
query	1	78.330	946	9351	10290	14348862	14349750	3.46e-154	553
query	1	80.526	760	9537	10290	33017911	33018640	1.24e-153	551
query	1	77.317	1036	9549	10533	19386839	19387854	5.79e-152	545
query	1	80.769	728	9565	10285	7824238	7823533	7.49e-151	542
query	1	88.532	436	7084	7514	2230152	2230576	1.63e-142	514
query	1	92.179	358	5163	5520	2228007	2228359	1.27e-138	501
query	1	79.944	708	9339	10042	40239896	40239219	2.75e-135	490
query	1	86.897	435	10290	10723	38359110	38359542	1.28e-133	484
query	1	81.728	602	9587	10179	27268443	27267856	1.66e-132	481
query	1	87.621	412	10313	10724	23585753	23586161	7.71e-131	475
query	1	85.588	451	10285	10733	21616904	21616457	1.29e-128	468
query	1	85.973	442	10285	10723	29227799	29227360	1.29e-128	468
query	1	85.973	442	10285	10724	41914702	41914264	1.29e-128	468
query	1	86.143	433	10289	10721	22655745	22655315	4.64e-128	466
query	1	85.909	440	10285	10723	40338777	40338340	4.64e-128	466
query	1	85.877	439	10285	10722	27361525	27361090	1.67e-127	464
query	1	86.111	432	10293	10723	34665487	34665058	6.00e-127	462
query	1	86.311	431	10293	10723	37962101	37962524	6.00e-127	462
query	1	85.714	441	10285	10723	19686050	19686487	2.16e-126	460
query	1	78.129	791	9349	10127	893134	892379	7.76e-126	459
query	1	85.977	435	10293	10724	8380599	8380169	7.76e-126	459
query	1	85.488	441	10285	10724	42856724	42856286	2.79e-125	457
query	1	80.349	631	9646	10267	10306979	10306365	1.00e-124	455
