query	3	99.404	15612	1	15579	34825877	34841472	0.0	28269
query	3	98.928	8770	20996	29754	34853329	34862071	0.0	15640
query	3	97.676	4604	40048	44633	34862067	34866660	0.0	7884
query	3	99.106	4361	15572	19923	34847925	34852283	0.0	7827
query	3	90.074	3123	46903	50000	34869645	34872727	0.0	3989
query	3	92.851	2518	81945	84458	34871019	34873522	0.0	3637
query	3	84.976	3521	88400	91838	34876977	34880412	0.0	3417
query	3	84.183	2257	64148	66384	34869606	34871826	0.0	2139
query	3	88.608	1782	66409	68184	34871818	34873569	0.0	2134
query	3	86.203	1638	76738	78300	34339488	34341093	0.0	1674
query	3	85.980	1612	76738	78300	22395641	22394056	0.0	1655
query	3	95.969	1017	19981	20984	34852275	34853290	0.0	1639
query	3	87.712	1416	78294	79707	34869620	34871003	0.0	1620
query	3	83.588	1633	76738	78307	32791064	32792674	0.0	1452
query	3	82.165	1626	76738	78300	6096961	6095362	0.0	1314
query	3	82.025	1630	76738	78311	11734019	11732414	0.0	1314
query	3	81.958	1624	76738	78300	9344543	9342948	0.0	1293
query	3	81.511	1628	76738	78313	4782007	4780419	0.0	1254
query	3	82.643	1521	84649	86122	275565	277024	0.0	1247
query	3	91.224	923	84870	85787	9910223	9911127	0.0	1234
query	3	91.314	921	84870	85787	20031726	20032619	0.0	1230
query	3	91.215	922	84870	85788	33122156	33123049	0.0	1225
query	3	97.095	723	29753	30473	34071561	34072282	0.0	1216
query	3	97.087	721	38435	39153	34071563	34072282	0.0	1212
query	3	92.788	832	50050	50881	34872741	34873569	0.0	1201
query	3	89.388	980	84649	85622	11184873	11185816	0.0	1195
query	3	86.300	1146	84649	85787	25686817	25685740	0.0	1177
query	3	81.806	1473	76738	78158	13789210	13787758	0.0	1170
query	3	89.346	948	84870	85787	22915936	22916874	0.0	1155
query	3	89.674	920	84870	85787	15941	16839	0.0	1151
query	3	85.689	1118	76738	77816	9491030	9492140	0.0	1136
query	3	86.825	1055	84649	85699	25462340	25463341	0.0	1125
query	3	84.306	1217	77091	78300	22525855	22524704	0.0	1123
query	3	89.955	896	84649	85540	28986384	28987244	0.0	1120
query	3	86.660	1057	84649	85699	28501601	28502598	0.0	1110
query	3	80.940	1511	76738	78198	13944733	13946200	0.0	1109
query	3	86.528	1054	84649	85699	9803022	9804014	0.0	1101
query	3	81.301	1460	76738	78143	16587006	16588430	0.0	1101
query	3	88.360	945	76771	77679	10494728	10493791	0.0	1096
query	3	84.642	1146	84649	85787	30061441	30062532	0.0	1085
query	3	82.204	1343	76738	78022	14653429	14652109	0.0	1083
query	3	88.692	902	77270	78157	970975	970083	0.0	1079
query	3	89.012	901	84649	85540	5246680	5247548	0.0	1077
query	3	79.711	1592	76738	78300	5188497	5186959	0.0	1075
query	3	88.528	924	84870	85787	27983530	27984403	0.0	1068
query	3	84.456	1113	77203	78300	34091067	34089979	0.0	1061
query	3	87.885	941	84870	85781	10141958	10142875	0.0	1059
query	3	97.872	611	93329	93939	34882316	34882926	0.0	1057
query	3	89.692	844	84870	85709	30919632	30918811	0.0	1053
query	3	88.372	903	84649	85540	35170770	35171632	0.0	1038
query	3	80.450	1468	76740	78140	32227456	32228898	0.0	1037
query	3	88.045	895	84649	85540	31194063	31194915	0.0	1018
query	3	82.498	1217	77109	78310	2164704	2163534	0.0	1011
query	3	82.270	1207	77109	78300	5442527	5443705	0.0	1003
query	3	81.507	1287	76738	77986	22377259	22376013	0.0	987
query	3	83.996	1081	84649	85714	10141677	10142704	0.0	976
query	3	95.868	605	29755	30356	7627331	7627932	0.0	974
query	3	95.868	605	38435	39036	7627331	7627932	0.0	974
query	3	90.691	752	84870	85620	30061723	30062442	0.0	970
query	3	82.556	1158	84649	85787	8642383	8643481	0.0	948
query	3	79.494	1463	76738	78144	10492683	10491267	0.0	946
query	3	84.568	972	77339	78300	14643700	14642745	0.0	941
query	3	93.168	644	84870	85512	27653605	27654243	0.0	941
query	3	89.696	757	84870	85622	29475197	29475926	0.0	937
query	3	83.521	1068	84649	85703	20031452	20032464	0.0	935
query	3	83.507	1055	84743	85787	29475008	29476014	0.0	931
query	3	90.417	720	74285	74996	34868089	34868794	0.0	928
query	3	85.824	910	84649	85540	16254341	16253468	0.0	917
query	3	85.698	902	84649	85536	743291	744162	0.0	911
query	3	84.028	1008	85222	86198	4101890	4102862	0.0	909
query	3	84.900	947	77377	78300	26561147	26562062	0.0	907
query	3	88.687	769	85234	85996	6384184	6383445	0.0	905
query	3	87.271	817	84652	85468	25437813	25437034	0.0	898
query	3	79.885	1397	84649	85996	27653328	27654635	0.0	896
query	3	90.801	674	84870	85540	13041286	13041940	0.0	881
query	3	90.653	674	84870	85540	34746162	34746816	0.0	876
query	3	88.707	735	92417	93149	34881218	34881931	0.0	876
query	3	83.704	988	84649	85623	34745883	34746820	0.0	874
query	3	87.990	766	84776	85540	8642659	8643390	0.0	872
query	3	83.636	990	84649	85622	25438905	25437965	0.0	870
query	3	83.638	984	84649	85623	34077264	34078194	0.0	869
query	3	86.326	841	84870	85698	910387	911183	0.0	865
query	3	91.720	628	84870	85496	7720260	7719650	0.0	856
query	3	85.580	853	76738	77557	10045892	10046734	0.0	854
query	3	90.074	675	84870	85540	9096026	9095373	0.0	852
query	3	89.660	677	85114	85787	16563974	16563309	0.0	850
query	3	83.164	986	84649	85622	13041006	13041943	0.0	846
query	3	89.763	674	84870	85540	25438625	25437968	0.0	845
query	3	82.004	1078	84649	85703	15659	16679	0.0	843
query	3	82.725	1013	84699	85699	30919859	30918899	0.0	843
