query	Chr3	99.243	19420	1594	20984	33773179	33792541	0.0	34969
query	Chr3	99.132	8065	20996	29054	33792582	33800632	0.0	14488
query	Chr3	99.230	7530	86433	93939	33815505	33823029	0.0	13559
query	Chr3	98.623	7334	40048	47375	33801481	33808778	0.0	12946
query	Chr3	90.937	3531	47371	50874	33809038	33812532	0.0	4689
query	Chr3	90.561	2532	81952	84458	33809965	33812489	0.0	3323
query	Chr3	99.658	1753	82897	84649	33813765	33815517	0.0	3205
query	Chr3	99.701	1673	1	1673	33771547	33773219	0.0	3062
query	Chr3	90.112	1780	66409	68177	33810758	33812532	0.0	2298
query	Chr3	90.169	1597	49242	50834	33813764	33815326	0.0	2045
query	Chr3	89.438	1600	56568	58139	23985891	23984306	0.0	1980
query	Chr3	88.517	1585	66564	68137	33813765	33815326	0.0	1888
query	Chr3	85.494	1751	64646	66381	33809030	33810763	0.0	1797
query	Chr3	87.081	1610	76738	78299	21551065	21549473	0.0	1760
query	Chr3	86.159	1640	76738	78300	33306555	33308160	0.0	1668
query	Chr3	83.731	1635	76738	78307	31766403	31768018	0.0	1469
query	Chr3	83.160	1639	76738	78307	21706306	21704701	0.0	1404
query	Chr3	82.542	1621	76738	78300	6032818	6031226	0.0	1347
query	Chr3	89.360	1109	75655	76742	34211944	34210870	0.0	1343
query	Chr3	82.494	1628	76738	78300	19124941	19123363	0.0	1323
query	Chr3	82.379	1606	76738	78300	14809418	14807864	0.0	1312
query	Chr3	81.868	1627	76738	78311	11932593	11931003	0.0	1288
query	Chr3	81.824	1590	76739	78305	31147057	31148609	0.0	1280
query	Chr3	81.495	1632	76738	78306	9564040	9562435	0.0	1258
query	Chr3	98.870	708	29047	29754	33800784	33801485	0.0	1258
query	Chr3	81.960	1541	76816	78308	23418036	23416525	0.0	1234
query	Chr3	90.011	921	75655	76570	8547745	8546826	0.0	1186
query	Chr3	89.297	981	84649	85622	11355878	11356818	0.0	1186
query	Chr3	90.011	921	78788	79707	33809038	33809943	0.0	1177
query	Chr3	80.578	1627	76738	78300	11725833	11724250	0.0	1155
query	Chr3	80.667	1619	76738	78314	27701185	27702735	0.0	1155
query	Chr3	89.053	950	60549	61494	21571089	21570168	0.0	1149
query	Chr3	81.542	1479	76738	78158	13967433	13965979	0.0	1144
query	Chr3	85.677	1145	84649	85787	24699874	24698796	0.0	1140
query	Chr3	85.702	1119	76738	77816	9711961	9713071	0.0	1136
query	Chr3	90.078	897	84649	85540	5180310	5181176	0.0	1131
query	Chr3	81.097	1513	76738	78198	14111661	14113127	0.0	1120
query	Chr3	86.812	1054	84649	85699	10002048	10003041	0.0	1118
query	Chr3	91.363	822	60675	61493	21564540	21565350	0.0	1112
query	Chr3	86.610	1053	84653	85700	27528388	27529385	0.0	1109
query	Chr3	84.781	1163	84649	85787	16815	17930	0.0	1101
query	Chr3	89.632	897	84649	85540	27969494	27970352	0.0	1101
query	Chr3	84.241	1193	84649	85792	26275387	26276559	0.0	1098
query	Chr3	89.274	895	84649	85540	30160056	30160918	0.0	1088
query	Chr3	79.887	1591	76738	78300	5120905	5119373	0.0	1086
query	Chr3	88.055	946	60548	61493	7767386	7768290	0.0	1083
query	Chr3	98.211	615	75655	76268	33884648	33885262	0.0	1074
query	Chr3	84.982	1112	76738	77816	20455499	20456579	0.0	1070
query	Chr3	84.279	1145	84649	85787	29009411	29010502	0.0	1062
query	Chr3	81.879	1341	76738	78022	14811207	14809891	0.0	1057
query	Chr3	85.607	1070	84649	85699	16884234	16883218	0.0	1057
query	Chr3	87.526	946	84870	85787	10343707	10344627	0.0	1044
query	Chr3	90.706	807	75655	76432	14477767	14476965	0.0	1044
query	Chr3	80.491	1466	76744	78140	31206384	31207824	0.0	1037
query	Chr3	89.260	838	84879	85703	26275581	26276395	0.0	1016
query	Chr3	81.818	1287	76738	77986	21532616	21531372	0.0	1007
query	Chr3	91.079	751	84876	85622	17103	17842	0.0	1002
query	Chr3	84.352	1080	84649	85714	10343427	10344452	0.0	996
query	Chr3	89.638	801	84870	85664	4202988	4203766	0.0	994
query	Chr3	90.539	761	84870	85622	7763935	7764684	0.0	989
query	Chr3	88.710	806	75655	76454	22931594	22932394	0.0	974
query	Chr3	88.794	821	84649	85468	34093553	34094334	0.0	970
query	Chr3	82.714	1157	84649	85787	8841801	8842900	0.0	959
query	Chr3	93.478	644	84870	85512	26626019	26626656	0.0	950
query	Chr3	81.645	1204	77109	78300	5375251	5376406	0.0	944
query	Chr3	89.920	754	84870	85620	29009691	29010412	0.0	939
